artist,track,seeds,genre,clean_text
Roxy Music,Amazona,['exotic'],rock,zone doubt step mirror see arizona eldorado sure mighty long way hey little girl something wrong know hard get along rings tolls hollow sound castles spain still maybe realized longings profound see every cloud silver lining sometimes paradise around corner lies amazona everything nice little one come take hand try help take amazona getting closer soon see journey almost
Diana Ross,I Want You,['delicate'],soul,ooh ooh hey oh baby baby want right way want want want want want baby like want ooh give love want return sweet darling half love feel ooh bad sad want gon na change mind somehow oh baby want right way want want want want want baby like want oh one way love fantasy oh sugar share precious pure fair oh play something cherish life oh baby oh wan na care lonely oh want right way want babe want want oh want get baby get yeah want right way want babe want want want baby like want oh get babe mercy darling listen darling love love want babe get babe get oh want babe want babe want want want oh oh love hey like want oh got ta get baby
Coldplay,High Speed,['mellow'],rock,anybody fly thing head explodes head starts ring living life inside bubble living life inside bubble confidence confidence confidence high speed anybody stop thing head explodes head starts ring living life inside bubble living life inside bubble confidence confidence confidence high speed high speed high speed high speed high speed high speed high speed
Heart,Stranded,['sentimental'],rock,standing helpless go leave alone turn work far see way said would leave like leave stranded walk away leave empty handed leave like leave stranded leave leave brought place lovers go look arms reaching said always care turned around nobody leave like leave stranded walk away leave empty handed leave like leave stranded leave leave like leave stranded walk away leave empty handed leave like leave stranded stranded leave like leave stranded walk away leave empty handed leave like leave stranded stranded
Bob Dylan,Beyond Here Lies Nothin',['powerful'],folk,oh well love pretty baby love ever known long stay whole world throne beyond lies nothin nothing call well moving midnight boulevards broken cars know without without love call beyond lies nothin nothing moon stars every street window every window made glass keep loving pretty baby long love last beyond lies nothin mountains past well ship harbor sails spread listen pretty baby lay hand upon head beyond lies nothin nothing done nothing said
Dusty Springfield,In The Land Of Make Believe,['peaceful'],soul,land make believe mine tonight although far away land make believe holding tight silver moon shining love eyes kissing like used yesterday paradise living land make believe since gone need much without love must deceive go loving hand caresses face embrace tenderly never part deep heart always always land make believe land make believe land make believe loving hand caresses face embrace tenderly never part deep heart always always land make believe land make believe land make believe land make believe
Coldplay,Trouble,"['melancholy', 'sad', 'mellow']",alternative,oh see spider web tangled lost head thought stupid things said oh spider web caught middle turned run thought stupid things done oh never meant cause trouble oh never meant wrong oh well ever caused trouble oh never meant harm oh see spider web middle twist turn little bubble singing oh never meant cause trouble oh never meant wrong oh well ever caused trouble oh never meant harm spun web spun web spun web
Violent Femmes,Gone Daddy Gone,['fun'],alternative,beautiful girl lovely dress high school smiles oh yes beautiful girl lovely dress guess cause gone daddy gone love gone gone daddy gone love gone away see eyes turn blue see thousand eyes turnin blue tell way switch walk see way baby talk know way treat man love baby til cryin beautiful girl lovely dress fifteen smiles oh yes beautiful girl lovely dress guess
Kinks,Days,['poignant'],classic rock,thank days endless days sacred days gave thinking days wo forget single day believe bless light bless light lights believe though gone every single day believe days remember life days ca see wrong right took life knew soon leave right frightened world believe wish today could tomorrow night dark brings sorrow anyway thank days endless days sacred days gave thinking days wo forget single day believe days remember life days ca see wrong right took life knew soon leave right frightened world believe days thank days endless days sacred days gave thinking days wo forget single day believe bless light bless light shines believe though gone every single day believe days
John Legend,I Can Change,['smooth'],soul,hmm snoop talking hey yo nephew check man know got bad chick right ai even tripping got got hizzle mean find one like got make change man come often come got ta smart enough know change like sam cooke say change gon come nephew better believe look back done biggest regrets things never could see light baby shining got ta give game yeah got changin wo get high want get straight nine five want keep ass home night want whatever need talk listen give attention missing girl swear handle business like real man change change know change baby change know stop baby change know change baby change change know stop baby give places used go stay club stay home give girls used know compare baby swear truth know truth baby women yeah right give pimpin girl gon na repent sinnin want get right want go church get baptized want girl opened eyes gon na much better baby believe baby believe change know change baby change know change baby change change change change snoop rap take river baptize soul outta control needing someone hold man cold ai clubbin drinkin smokin focused bowin every night prayin hopin trying figure way know say rearrangin hopefully changin see baby hard kinda sorta odd ai nothing need guess change change change give pimpin change change change sing change change change change change change know stop baby got ta believe got ta believe baby got ta believe mmm yeah telling truth know stop baby got ta believe believe got ta believe believe yeah telling truth get baptized want time mean got ta believe time mean got ta believe telling truth
Jason Mraz,Love For A Child,['sad'],singer-songwriter,picture kitchen wall looks like jesus friends involved party getting started yard couple getting steamy car parked drive young see eyes pool last night apparently chemicals mixed properly hit head forgot name woke bottom drain altitude memory shame chorus taking empty cup filling little bit innocence enough probably young ok easily ignored like believe love child house left shambles handle broken bits glass mom put dad ass way around well far old care chorus kinda nice work floor since divorce enjoying christmases birthday cakes taking drugs making love far young age never check see grades fool start complaining chorus love
Yellowcard,Empty Apartment,['sad'],rock,call stayed inside one love hide shot flew crash burn think sometimes forget heart answer questions let go learn lesson listening ca see something missing forget heart take away empty apartment stay forget heart someday ever loved say okay waking nightmare life like want hurt think broken heart take away empty apartment stay forget heart someday ever loved say okay okay angry never let go gets harder know get lonely one around know catch falling came together left alone know feels walk maybe someday see look eyes call friend take away empty apartment stay forget heart someday ever loved say okay okay okay
Lou Reed,Tell It To Your Heart,['tender'],singer-songwriter,staring telescope night large light sky spinning lights reminded star spinning orbit lighting sky maybe star standing hudson river edge night looking across jersey shore neon light spelling cola name thought name dancing beamed satellites larger billboard time square tell heart please afraid one loves every way tell heart please afraid lovers tell heart tell heart please afraid tell heart tell heart please afraid tell heart roof 5 guess could sleep see spinning light saw last week maybe wake might gone never know see look sky ran outside darkened street listening boot heels click leather jacket squeaked needed cigarette turned corner spinning light street filming commercial tell heart please afraid teenage movie ends tragedy tell heart please afraid lovers tell heart repeat x 3 tell heart please afraid tell heart repeat x 2
Weezer,Pink Triangle,['fun'],rock,stable long enough start look around love see sweet floral print mind begins arrangements start feel pull turns pulled would never go last girl earth dumb lesbian thought found one good married mind married mind good pink triangle sleeve let know truth let know truth might smoked time never thought crime knew day would surely come chill settle think found good girl put place everyone little queer ca little straight
John Legend,Live It Up,['smooth'],soul,ooh know struggling long time working get finally time get mine robbing peter pay paul oh going mama house make phone call struggle every day feeling like friday friday getting paid way way finally way baby time celebrate oh live go crazy live baby live live live flying high want come let know town live live live putting layaway boo got money today come go mall let play let go raise toast days ahead ca take dead might well enjoy instead oh long evening yeah yeah party rest weekend come finally way baby time celebrate oh live go crazy live baby live live live oh flying high flying high want come let know town live live live fly high moonlit sky cloudy days beautiful feel flow dance night away remember times hard oh hard come far ooh got ta live celebrate pain raise glass feel shame ooh oh got ta live oh live go crazy live baby live live live oh flying high flying high want come yeah yeah let know town live live live oh time celebrate baby ooh worry struggle ooh feel good know feels good ooh worry struggle ooh time celebrate baby yeah got ta live
Counting Crows,A Long December,"['melancholy', 'sad', 'mellow']",rock,long december reason believe maybe year better last ca remember last thing said leavin days go fast one day canyons one night hollywood think could forgiven wish would smell hospitals winter feeling lot oysters pearls look across crowded room see way light attaches girl one day canyons one night hollywood think might come california think drove hillside manor sometime two talked little year guess winter makes laugh little slower makes talk little lower things could show long december reason believe maybe year better last ca remember times tried tell hold moments pass one day canyon one night hollywood long since seen ocean guess yeah yeah yeah yeah
Sublime,Get Ready,['sweet'],reggae,folks say smoking herb crime catch smokin bound drop dime insufferable informa crazy fools wait fingers crossed break rules evening try jam like music loud band let bass line drop loud stand somebody always got ta turn informa man want know right one crowd gon na call 911 spoil fun crazy fool mood get ready come load bong crank song let informa call 911 security police force want arrive try run try hide pull nine pop clip let one slip crazy fools
Linkin Park,Iridescent,['epic'],rock,standing wake devastation waiting edge unknown cataclysm raining insides crying save impossibly alone feel cold lost desperation build hope failure known remember sadness frustration let go let go burst light blinded every angel sky blown heavens stars felt gravity temper grace falling empty space one catch arms feel cold lost desperation build hope failure known remember sadness frustration let go let go feel cold lost desperation build hope failure known remember sadness frustration let go let go let go let go let go feel cold lost desperation build hope failure known remember sadness frustration let go let go
Morrissey,Alsatian Cousin,"['dark', 'wry']",rock,lovers would say forecourt friday passing way oh lovers say groundsheet canvas open wide note upon desk bring home leather elbows tweed coat best came reply desk want ask even though know lovers
LL Cool J,It's Time For War,['witty'],hip-hop,welcome exit 13 host cool j said finished father time blame disrespected legacy threw dirt name told djs ai spittin says irrelevant culture changed walk room young boys look strange relic long forgotten game makes blood boil turns eyes flames built empire tried kick rain called inner power hard explain like holy spirit utilizing hip hop slang beyond gold grills logos chains see changed rap forever elevated game launched greatest label history rap twenty four years carried back always shined brighter attack might moment always come back chorus time war time war time war time war uh yeah time war time war time war time war check time war resurrection back dead told quit long time ago conquered instead dreams visions swirling around head hunger deep inside fed hip hop respect blood shed covenant god swallowed bread hip hop mic thee wed made entire generation obey said talkin france germany italy japan london belgium afghanistan farmers boulevard smokin blunt man writin rhymes ironing board build def jam see undisputed king hip hop everything legacy like keep making history ca stop cool j eternally hot chorus look easily flipped switched style around competition losin footing see falling plot kills ballin pick phone got callin job must get done even become public enemy number one pick uzi weighs ton attack hip hop competition none nobody god earth wants l end tortured trapped psychological hell beginning new era rap cool j feel impact okay call comeback let know ready combat tell dumb motherfuckers fall back crown looks wrong head want chorus time war time war
Chaka Khan,Move Me No Mountain,"['lush', 'warm']",soul,sure live love alone belong arms belong home expect someone else expect give got chorus move mountain turn tide swim ocean long deep wide say love baby long strong true move mountain prove move mountain prove fill life love bread wine fill life love fill mine never hear cry tears regret fine see get oh say love baby love baby long strong true move mountain turn tide swim ocean long deep wide love baby long strong true move mountain turn tide swim ocean long deep wide love baby say love baby
Keith Urban,Your The Only One,['earnest'],country,know gon na take time trust love mine know broke heart two betrayed afraid safe arms forever day though believe never walk away know tomorrow comes one know heard one one adore one make shine like sun one bring heart mine undone one evry lie ever heard believe every word yes whatever heaven holds store good bad man stand beside safe arms forever day though believe never walk away know tomorrow comes one know heard one one adore one make shine like sun one bring heart mine undone one know heard one one adore one make shine like sun one bring heart mine undone one one make shine like sun yes one
Leonard Cohen,Don't Go Home With Your Hard-On,['driving'],folk,born beauty salon father dresser hair mother girl could call called always repeat x5 ah go home drive insane ca shake break motown ca melt rain ca melt rain ca melt rain ca melt rain looked behind faces smile knees lips say come taste us try make say please try make say please try make say please try make say please try make say please ah go home come bride veil approach wretch dare approach ape tail always always repeat x4 ah go home work beauty salon chained old masquerade lipstick shadow silicone follow father trade follow father trade yes follow father trade yes follow father trade yes follow father trade ah go home drive insane ca shake break motown ca melt rain repeats
Yelawolf,Daddy's Lambo,['smooth'],hip-hop,really beverly hills drama beats damn rich peanut butter guts lamorghini whoa must white brea lets make sandwich ai never seen money got nobody got kind money boondocks take show balcony look hollywood valley make balloon pop pop stars like need dude like appreciate wealth know got elevator house appreciate steps act like wan na see much jack daniels handle drink get cut like rambo let drive daddy lambo take beverly hills daddy mansion let see hollywood real lights camera action seen partying keel entertainment channel one thing got ta know drive daddy lambo daddy lambo drive daddy lambo young reckless nice little diamond necklace got pint sized vodka drink pretty pink wan na go get breakfast though ai never waffle house always hanging guys dolls came shop put chevy reach mall yeah came club pair famous jeans dta hoody party rogue status looking beverly hills goody yelawolf alabama boy got bounce salama boy meet rich girl ca need headache take drive daddy toy take beverly hills daddy mansion let see hollywood real lights camera action seen partying keel entertainment channel one thing got ta know drive daddy lambo daddy lambo drive daddy lambo got toe bag one kind prada beautiful behind inspires makes one rhymes harder dadda made fine daughter make wan na turn wine water keep party going keep 808 bumping cause drummer made beat climb chart money money money money money ai funny hunny lambourghini run hundred dollar bill drill dick anytime unhappy 24 inch shoes come explore dude analyse swing slick rick bobby baby got ta let drop thing come take beverly hills daddy mansion let see hollywood real lights camera action seen partying keel entertainment channel one thing got ta know drive daddy lambo daddy lambo drive daddy lambo whip around know hills ai gon wreck promise
Nick Drake,Poor Boy,['melancholy'],folk,never sing supper never help neighbor never proper fair share labor poor boy rover count coins throw shoulder may grow older nobody knows cold grows nobody sees shaky knees nobody cares steep stairs nobody smiles cross stiles oh poor boy sorry oh poor boy worried health may say every day stay tonight never know came seems forgotten never ask came begotten poor boy ranger things say may seem stranger sunday changing monday nobody knows cold flows nobody feels worn heels nobody eyes make skies nobody spreads aching heads oh poor boy worried life oh poor boy keen take wife mess say yes dress white nobody knows cold blows nobody sees shaky knees nobody cares steep stairs nobody smiles cross stiles oh poor boy sorry oh poor boy worried health may say every day stay tonight oh poor boy worried life oh poor boy keen take wife oh poor boy sorry oh poor boy worried health oh poor boy
Journey,Higher Place,['dramatic'],classic rock,think got place distractions control yet something missing inside chasing shadows clocks ticking oh world spinning spinning chorus try try reason know ca go way baby please walk away place toss away pride see one take higher place time outside looking place let give need surrender soul heart pounding fire burning head spinning chorus oh crash burn inside mind happens time time ca explain way make feel oh know much give give madness left inside madness left inside oh chorus
Cake,Frank Sinatra,['mellow'],alternative,know ancient radiation haunts dismembered constellations faintly glimmering radio station frank sinatra sings stormy weather flies spiders get along together cobwebs fall old skipping record beyond suns guard roost beyond flowers flaming truth beyond latest ad campaigns old man sits collecting stamps room filled chinese lamps saves others throw away says rich someday know ancient radiation haunts dismembered constellations faintly glimmering radio station know ancient radiation haunts dismembered constellations faintly glimmering radio station frank sinatra sings stormy weather flies spiders get along together cobwebs fall old skipping record
Ellie Goulding,Hearts Without Chains,['wistful'],indie,wake know time go spending heads lie smoke chase hands wall hold close misery weightless stone lost scendings lost know panic know would see terror eyes know fever know wish time still stay right time keep hearts without chains time still fear scars heal hearts without chains hearts without chains
Tom Lehrer,That's Mathematics,['witty'],comedy,counting sheep trying sleep fair something share neat folding sheet mathematics ball bounces wall cook recipe book know much money owe mathematics much gold hold elephant ear noon moon time could count year would get infinity somewhere vicinity choose much postage use know chance snow bet end debt oh try may ca get away mathematics andrew wiles gently smiles thing voila agree shout hurrah confirms fermat jotted margin could used enlargin tap feet keepin time beat song singing along harmonize rest guys yes try may ca get away mathematics
Eminem,Evil Deeds,['epic'],rap,lord please forgive know done father please forgive know never chance ever meet therefore know would grow mother evil seed evil deeds mama baby head popped head popped head popped head popped head popped head popped mama want next thing know gettin dropped getting dropped getting dropped getting dropped getting dropped ring ring ring doorbell next door neighbors front porch front porch front porch front porch front porch want neither left someone else lawn else lawn else lawn else lawn til someone finally took great aunt uncle edna charles edna charles edna charles edna charles ones left charge elementary gang sing song sing song sing song sing song went little something like mary little lamb little lamb little lamb debbie satan spawn satan spawn mama keep saying understand understand way dad chorus father please forgive know never chance ever meet therefore know would grow mother evil seed evil deeds predominately predominately everything always predominately well leave well guess predominately em think hear fuckin word scream projectile vomiting look like comedian think kidding look like kinda idiot wait minute shit answer misunderstood go much bullshit bullshit tush mull bish woe goes poor marshall whining millions mansion sorrow always drowning dad never childhood bad mom dope addict go man hate bad mathers claims ca imagine little rich poor white bastard needs take cash bank take bath man half shit knew half chorus evil deeds plant evil seeds please release demons never shit planned mom please believe wan na satans spawn never got chance say sorry look pain caused dear coming year bad deserve everything could perfect life ai fairy tale hoisted air forty feet people everywhere even know feel like know ferris wheel wan na go mall take hallie carousel without crowd everywhere go life like go curtains show must go show go home curtain close ai fame supposed switch turn ai chose please god give strength takes carry pass 50 back baton camera soul gone chorus x2 ooh last one baby lets go detroit
Lana Del Rey,National Anthem,['sexy'],indie pop,money anthem success go address national anthem god handsome take hamptons bugatti veyron loves romance reckless abandon hold ransom upper echelon says cool know yet wind hair hand back neck said party later said yes tell national anthem ooh yeah baby bow makin wild tell national anthem sugar sugar take body downtown red white blue skies summer air baby heaven eyes national anthem money reason exist everybody knows kiss sing national anthem standing body hold like python ca keep hands pants see done give chevron said cool already coolest said get real know dealing um think buy lots diamonds tell national anthem ooh yeah baby bow makin wild tell national anthem sugar sugar take body downtown red white blue skies summer air baby heaven eyes national anthem love story new age six page quick sick rampage winin dinin drinkin drivin excessive buyin overdose dyin drugs love dreams rage blurrin lines real fake god need somebody hold well tell tell keep safe bell tower hotel money anthem success put mascara party dress national anthem boy put hands give standing ovation boy landed babe land sweetness danger queen saigon tell national anthem ooh yeah baby bow makin wild tell national anthem sugar sugar take body downtown red white blue skies summer air baby heaven eyes national anthem money anthem god handsome money anthem success money anthem god handsome money anthem success money anthem god handsome money anthem success money anthem god handsome money anthem success
Veruca Salt,So Weird,"['driving', 'powerful']",grunge,speak speaking words ever heard white noise weird boys space spacing way face weird weird know poassing life stranger bad behavior weird terrified back lounge chain smoking charlie brown busted broken low rent texting vegan sex weird weird know passing life stranger bad behavior weird terrified slowly faintly slowly faintly slowly faintly slowly faintly know passing life stranger bad behavior weird terrified
Talking Heads,The Overload,"['dark', 'spooky']",new wave,terrible signal weak even recognize gentle collapsing removal insides touched pleas value moments order realize someone eyes frequent returning leaving unnoticed condition mercy change weather view remember center missing question future lies someone eyes gentle collapsing every surface travel quiet road overload
Robbie Williams,Rolling Stone,"['reflective', 'poignant']",rock,25 come alive 21 time come undone everyone young ape gon na drink stay late hate sun heart kicks fuss rolling stone say dangerous never alone know like want kicks free rolling stone got attitude spent money drugs suit mood guess like young one day old understated run naked streets rolling stone defiance defeat enjoy alone know like want kicks free rolling stone die find ways getting drunk throwing away today tomorrow yesterday head get head heart kicks fuss rolling stone say dangerous never alone know like want kicks free rolling stone rolling stone
Alabama,Then Again,['tender'],country,could walk away call done say fought good fight nobody say better worse came worst last hey first give one try might find feeling never really died still chance might find love back good start somehow seems let hearts fall apart dreams could throw towel walk away pride say worth tears cried give one try might find feeling never really died still chance might let find love back baby want bad enough make better ever still chance might let find love back
Incognito,Misunderstood,['elegant'],jazz,rejection tars roads still holding dream came fire pouring rain told one blame chorus misunderstood never thought would know could misunderstood misunderstood never thought would know could misunderstood chasing shadows never know truth us fears grow know told meet secret fields gold chorus come see cry late well run dry know think putting chains let fools believe want chorus
Chicago,Old Days,['nostalgic'],classic rock,old days good times remember fun days filled simple pleasure movies comic books blue jeans howdy doody baseball cards birthdays please take back world gone away memories seem like yesterday old days good times remember gold days days always treasure funny faces full love laughter funny places summer nights streetcars take back world gone away good memories seem like yesterday old days
Robbie Williams,Do You Mind,['eccentric'],rock,song full metaphors needing tobacco draw better let country though show missing night kind animal got receiver testing scared ate tasted good make look old ooh teach like toothache sake long mickey take ooh heavy entertainment pavement men got ta get away ooh ooh ooh ooh ya mind touch ya ooh ooh ooh ooh ya mind touch ya think famous ya want pick pulpit must fill fonts bring wine sensodyne favorite dodo anyone fancy monaco placebo chasing fool scared could eat taste good make look old ooh sick little cup cake could keepsake jukebox generate ooh heavy entertainment need containment mad got ta get away ooh ooh ooh ooh ya mind touch ya ooh ooh ooh ooh ya mind touch ya anyone fancy monaco go get portable recliner bin must take photo sure got problems real long name gets high rollin ooh teach like toothache sake long mickey take ooh heavy entertainment pavement men got ta get away ooh ooh ooh ooh ya mind touch ya ooh ooh ooh ooh ya mind touch ya ooh ooh ooh ooh ya mind touch ya ooh ooh ooh ooh ya mind touch ya
Ozzy Osbourne,Paranoid,['paranoid'],hard rock,finished woman could help mind people think insane frowning time day long think things nothing seems satisfy think lose mind find something pacify help occupy brain oh yeah need someone show things life ca find ca see things make true happiness must blind make joke sigh laugh cry happiness feel love unreal hear words telling state tell enjoy life wish could late
Owl City,Air Traffic,"['romantic', 'light']",electronic,bird wherever wings take us atmosphere crawling airlines wind clouds look crowds relax back let noise sing sleep arms awake arrive carry make sound scent strong move breathe pristine crime scene false veneer old like sub stick volunteer oh year shell far tell paint eyes light green silver beams twirling swirling throughout dreams like air traffic streams
Frank Sinatra,Don't Sleep In The Subway,"['gutsy', 'confident']",jazz,wander around little cloud see wherefore walk disagree cause reason care heard million times take coat love close door sleep subway darlin stand pouring rain sleep subway darlin night long forget foolish pride nothing wrong beside try smart take heart cause hurts ego deflated realize compromise problems overrated goodbye means nothing show pretend somewhere else go sleep subway darlin stand pouring rain sleep subway darlin night long forget foolish pride nothing wrong beside sleep subway darlin
Avril Lavigne,How Does It Feel,['sad'],rock,afraid anything need know breathe need much anything suddenly suddenly small world big around fast moving surrounded many things suddenly suddenly chorus feel different feel feel different feel young free get tired get weak get lost ca sleep suddenly suddenly chorus would comfort would cry repeat x2 small world big afraid anything chorus x4 feel feel different different repeat x3 different
Bob Dylan,Early Roman Kings,"['lazy', 'soft']",blues,early roman kings sharkskin suits bow ties buttons high top boots drivin spikes blazin rails nailed coffins top hats tails fly away little bird fly away flap wings fly night like early roman kings early roman kings early early morn coming mountain distributing corn speeding forest racing track try get away drag back tomorrow friday see brings everybody talking early roman kings peddlers meddlers buy sell destroyed city destroy well lecherous treacherous leather bigger men put together sluggers muggers wearing fancy gold rings women goin crazy early roman kings dress wounds rag ai afraid make love bitch hag see comin standing wave handkerchief air ai dead yet bell still rings keep fingers crossed like early roman kings strip life strip breath ship house death one day ask one else wan na see bring fiddle tune strings gon na break wide open like early roman kings black mountain day detroit fell killed sent hell ding dong daddy coming short gon na put trial sicilian court fun flings gon na shake like early roman kings
Coldplay,Gravity,['soft'],britpop,honey long time coming ca stop long time running ca stop hear heart beating hear sound ca help thinking look looked sun could see oh way gravity turns looked sky saw sun way gravity turns everyone everyone baby long time waiting long long time ca stop smiling oh ca stop hear heart beating oh hear sound ca stop crying wo look looked sun could see oh way gravity turns looked sun saw sky way gravity pulls
Zao,5 Year Winter,['bitter'],hardcore,dear tiffany mad nauseous last time everything said form spike drive throat order stop words time put ground along memories feelings burn walk away let fire warm back wish would say hate would make much easier burn walk away love daniel
Procol Harum,Quite Rightly So,['reflective'],rock,whose eyes opened wide whilst mine refused see sore need saving grace kind humor lost amidst sea wheat people speak seldom meet grief laughter strange true although die seldom cry ode name know might read sweet perhaps sun never shine upon field wheat still closing let say sick sick see though nothing shows yes someone knows wish one
Norah Jones,4 Broken Hearts,"['elegant', 'refined']",jazz,ooh ooh ooh people ca keeps slaving away stone hard break girl lost save tried replace get far tried repay got scarred ooh ooh ooh breaking fall building new walls time make sure add window come back tried faithful get far left four broken hearts tried erase get get far enough away still break heart ooh ooh ooh ooh ooh ooh ooh ooh ooh
Rod Stewart,People Get Ready,['spiritual'],classic rock,people get ready train need baggage get board need faith hear diesels humming need ticket thank lord people get ready train jordan picking passengers coast coast faith key open doors board room among loved ai room hopeless sinner would hurt mankind save pity whose chances thinner cause hiding place kingdom throne people get ready train need baggage get board need faith hear diesels humming need ticket thank thank lord yeah oh yeah oh getting ready getting ready time ready time ready
Kiss,Love's A Deadly Weapon,['sleazy'],hard rock,ooh give gettin fired hot thunder flowin blood temperature risin baby want warmth touch get grip hot heels burnin know gon na feel yeah ca help baby cause time real ow love deadly weapon murder mind time learned lesson gon na love time like sugar baby yeah got something could use make offer baby ca refuse stand dressed red got feelin ca get head one day say hate found bed yeah love deadly weapon murder mind burnin fever gon na love time yeah yeah gon na love time yeah yeah yeah love deadly weapon murder mind burnin fever wan na love wan na love yeah one time ow
Stevie Wonder,Master Blaster,['erotic'],soul,everyone feeling pretty hotter july though world full problems could touch us even tried park hear rhythms marley hot box tonight party corner end block know would jammin break dawn bet nobody ever told would jammin break dawn would jammin jammin jammin jam want us join fighting answer today let worries like breeze fingers slip away peace come zimbabwe third world right one time celebration begun know would jammin break dawn bet nobody ever told middle makin master blaster jammin would jammin break dawn know nobody told middle makin master blaster jammin would jammin break dawn jammin jammin jam ask happy well matter fact say ecstatic made pact agreed get together joined children jah moving positive destination brightest star know middle makin master blaster jammin would jammin break dawn bet nobody ever told middle makin master blaster jammin would jammin break dawn oh oh oh oh oh middle makin master blaster jammin would jammin brak dawn stop music oh middle makin master blaster jammin repeat background oh oh oh middle makin master blaster jammin would jammin break dawn bet someone approached yesterday tell would jammin would believe never thought would jammin oh oh oh oh middle makin master blaster jammin jammin til break dawn oh oh oh may well believe feeling feel body jammin oh oh would jammin break dawn middle makin master blaster jammin
Taylor Swift,Change,['driving'],country,sad picture final blow hits somebody else gets wanted know another time place repeating history getting sick believe whatever anything see chorus things change feel walls put hold us back fall revolution time come us finally win sing hallelujah sing hallelujah outnumbered raided cornered hard fight fight ai fair getting stronger find things never found might stronger faster never scared walk away say need something eyes says beat chorus tonight stand get knees fight worked years battle long fight lives stand champions tonight night things changed see walls put hold us back fell revolution throw hands never gave sing hallelujah sang hallelujah hallelujah
Nat King Cole,Nature Boy,['romantic'],jazz,boy strange enchanted boy say wandered far far land sea little shy sad eye wise one day magic day passed way spoke many things fools kings said greatest thing ever learn love loved return greatest thing ever learn love loved return
Leonard Cohen,Suzanne,['melancholy'],folk,suzanne takes place near river hear boats go spend night beside know half crazy wan na feeds tea oranges come way china mean tell love give gets wavelength lets river answer always lover chorus want travel want travel blind know trust touched perfect body mind jesus sailor walked upon water spent long time watching lonely wooden tower knew certain drowning men could see said men sailors sea shall free broken long sky would open forsaken almost human sank beneath wisdom like stone chorus want travel want travel blind think maybe trust touched perfect body mind suzanne takes hand leads river wearing rags feathers salvation army counters sun pours like honey lady harbour shows look among garbage flowers heroes seaweed children morning leaning love lean way forever suzanne holds mirror chorus want travel want travel blind know trust touched perfect body mind
Tom Waits,Altar Boy,['sarcastic'],blues,ol altar boy lying street ol alter boy bound leather chains feeling blue old altar boy order latin make au gratin joe old altar boy depressed never got rest dream ritual habitual majoring crimes unspeakable cause old altar boy happened old altar boy hoping meet woman dressed like nun knows got around drinking across church little father cribari wine sunday morn time old altar boy winking time life never took wife cause old altar boy oh yeah
Eric Clapton,Can't Find My Way Home,['quiet'],rock,come throne leave body alone somebody must change reason waiting long somebody holds key near end ai got time wasted ca find way home come leave body alone somebody must change reason waiting years somebody holds key ca find way home ca find way home ca find way home ca find way home still ca find way home ai done nothing wrong ca find way home
Yeah Yeah Yeahs,Hysteric,"['sweet', 'mellow']",indie,longer longer ask strange steps heels turned black cinders cinders light path strange steps take us back take us back flow sweetly hang heavy suddenly complete suddenly complete flow sweetly hang heavy suddenly complete suddenly complete oh oh hey oh oh hey hysteric oh oh hey oh oh hey hysterical wonder wonder half strange steps heels turned black cinders splinter light path strange steps trace us back trace us back flow sweetly hang heavy suddenly complete suddenly complete flow sweetly hang heavy suddenly complete suddenly complete hysteric repeats hysterical
Nine Inch Nails,Something I Can Never Have,"['melancholy', 'sad']",industrial,still recall taste tears echoing voice like ringing ears favorite dreams still wash ashore scraping head want sleep anymore make go away make go away one thing starting scare make go away make go away want something want something never always one show back could things thing slowly taking apart grey would color heart make go away make go away one thing starting scare make go away make go away want something want something never place seems like shame though looks different know still everywhere look see fading fucking reminder used
Overkill,Spiritual Void,['spiritual'],thrash metal,bless special pain makes man feel right rain feelin alive way need reason get healin spirit bleedin get healin need new religion laughin like true believer laughin hard true deceiver without worry world friend time get higher ha ha ha higher higher spiritual void one neglecting two way three never felt low never felt low void bless us need self indulgent constant greed mine mine mine get leave alone spiritual void
Train,I Wish You Would,['light'],rock,sleepless nights endless days promise change ways leave lights know pretend way used say time deserve lose minds lost mind ready find way back home today stay way wished would swear stay way wished would know gon na redesign mind tonight made wish sure hope comes true cause long without long come home today stay way wished would swear stay way wish would even left behind reason come back even though left far behind always thought come find come find know wait long used think wait much longer tide come back come back back home today stay way wish would swear stay way wish would way wish would
Cheap Trick,Woke Up With A Monster,['sleazy'],hard rock,hush little darling cry daddy coming home coming home tonight bed roses head see future past nightmare wo last hard admit hard admit blind mommy daddy see eye eye mommy daddy see cry mommy daddy understand wrong picture right hands sleeping angel ah woke monster ah sleeping angel ah woke monster ah hush little darling long momma little angel ca nothing wrong bed roses head dry tear cry daddy comin home time one make help make right mommy daddy see eye eye mommy daddy make cry sleeping angel ah woke monster ah sleeping angel ah woke monster ah sleeping angel ah sleeping angel ah mommy daddy see eye eye mommy daddy hear cry mommy daddy see eye eye mommy daddy see cry mommy daddy understand wrong picture right hands sleeping angel ah woke monster ah sleeping angel ah woke monster ah oh la la la la la la la la ow
Weezer,Slave,"['carefree', 'sentimental']",alternative rock,love barely alive arms slave dreams taken far every night slave put heart put heart put heart ca change see things clear clear bell free slave put heart put heart put heart ca change girl say goodbye things never try put heart put heart put heart ca change love barely alive love barely alive love barely alive slave
